Author,Restaurant,Review,URL,Author count,F1,Mons ago,Stars
朱祥泰,夏慕尼新香榭鐵板燒高雄五福店,沒那個價值。沒什麼料，一次而已。價格貴套餐沒什麼東西。,https://maps.google.com/?cid=9681759006146318682,74,6631727,,2
朱祥泰,成家鴨肉麵（高雄澄清店）,"(由 Google 提供翻譯) 好

(原始評論)
Ok",https://maps.google.com/?cid=5968385407732141616,74,2218537,,2
朱祥泰,溪頭和雅谷餐廳,"(由 Google 提供翻譯) 好

(原始評論)
Ok",https://maps.google.com/?cid=11099680240589254348,74,2762244,,2
朱祥泰,物語食堂＆精油工坊,沒有大大推廣,https://maps.google.com/?cid=7388645206883872533,74,1146416,,2
朱祥泰,薄多義Bite 2 Eat 義式手工披薩 - 高雄裕誠店,"(由 Google 提供翻譯) 好

(原始評論)
Ok",https://maps.google.com/?cid=11819158369531427944,74,2094038,,2
朱祥泰,薄多義Bite 2 Eat 義式手工披薩 - 高雄裕誠店,"(由 Google 提供翻譯) 好

(原始評論)
Ok",https://maps.google.com/?cid=11819158369531427944,74,2095489,,2
徐兆璞,小莊壽司店,還好,https://maps.google.com/?cid=6903258713530745289,78,5730166,,2
徐兆璞,新田鰻味屋 中山店,還好。,https://maps.google.com/?cid=15504022283034076651,78,8319318,,2
徐兆璞,豚骨拉麵 Nagi ? 西門店,還好。,https://maps.google.com/?cid=1213799776908659835,78,7617220,,2
Frédérique,L’ATELIER de Jo?l Robuchon侯布雄法式餐廳,None,https://maps.google.com/?cid=18346024495854162635,79,8308577,,2
Frédérique,一蘭 台灣台北本店,None,https://maps.google.com/?cid=3153630272792140271,79,7384652,,2
Frédérique,史記正宗牛肉麵,None,https://maps.google.com/?cid=18412899911991012578,79,8187630,,2
Frédérique,永康牛肉麵,None,https://maps.google.com/?cid=2093328631498160184,79,7480784,,2
Frédérique,驥園川菜餐廳,"份量小、價格偏高，食物不難吃；
但打著川菜的名義，就是不道地。
以臺菜水準還可以，川菜？算了吧。
既不麻、也不辣。",https://maps.google.com/?cid=5818085717581657876,79,7767870,,2
嘴呷嘴嫌,TASTY西堤牛排嘉義文化店,自從王品集團上市上櫃 撤換前蕫座戴勝益 團隊大改組後 餐點總是讓人在視覺味覺上 沒以前的細膩 價位也沒以前的美麗,https://maps.google.com/?cid=16623691395100515563,82,484918,,2
嘴呷嘴嫌,"七里香甕仔雞 白河店-台南甕仔雞,台南滴雞精,台南甕缸雞,台南甕窯雞,台南台菜餐廳",菜色一般 烤雞還好 做觀光客生意,https://maps.google.com/?cid=12063344303520487730,82,6741973,,2
嘴呷嘴嫌,丹丹漢堡-佳里店,樣式多 蚵仔麵線台南口味偏甜 漢堡個人感覺 樂檸漢堡較專業,https://maps.google.com/?cid=6657553548208533020,82,6690886,,2
嘴呷嘴嫌,夏慕尼新香榭鐵板燒 台南永華店,回想首次用餐時 感到新鮮感 食材好吃 再度消費 就感覺普普 價位跟食材有落差,https://maps.google.com/?cid=13351340177575015984,82,6763428,,2
嘴呷嘴嫌,度小月原始店Du Hsiao Yueh Original Restaurant,慕名而來 有試過即可 口味上見仁見智 台南美食甚多 應該有更好選擇,https://maps.google.com/?cid=10344657079432085675,82,6673869,,2
嘴呷嘴嫌,石頭燒肉嘉義館,在嘉義市這種小而養老的地方 這家燒烤 火鍋兩吃吃到飽 還算可以 罔夯罔呷,https://maps.google.com/?cid=13502240040106120265,82,486428,,2
嘴呷嘴嫌,石頭燒肉嘉義館,在嘉義市這種小而養老的地方 這家燒烤 火鍋兩吃吃到飽 還算可以 罔夯罔呷,https://maps.google.com/?cid=13502240040106120265,82,6745048,,2
嘴呷嘴嫌,竹香園-仙草店,雙人份的菜色感覺普普 半隻雞 黑胡椒鐵板豆腐 櫻花蝦高麗菜 竹筍湯 蕃薯 另加點一碗白飯共860元（包含一成服務費）,https://maps.google.com/?cid=10561448386565021161,82,6621882,,2
嘴呷嘴嫌,老鄭牛肉麵,之前看漁夫在介紹 來吃過兩次 但忘了滋味 有機會去台南 再去試,https://maps.google.com/?cid=13827856181376253384,82,6800143,,2
嘴呷嘴嫌,萬三小吃部,非假日用餐 比較不會像菜市場且也省掉停車費 消費方式先至櫃台買餐劵 再用餐劵點餐 以前 非假日用完餐 還有免費水果招待,https://maps.google.com/?cid=9292256288629326487,82,1929600,,2
嘴呷嘴嫌,萬二小吃部,靠近漁港 用餐可看船支出入 但是 菜色及鮮度感覺上普普 一般海產店都吃的到的料理,https://maps.google.com/?cid=13200676813104386544,82,2006222,,2
嘴呷嘴嫌,豆豆 小籠湯包、蒸餃,嚐過還好罔吃 比較起來嘉縣新港鄉 陳氏姐妹蒸餃的口味卡好,https://maps.google.com/?cid=12268777556395095391,82,478909,,2
嘴呷嘴嫌,陶板屋 嘉義林森西店,好喝的 餐前冰沙不見了,https://maps.google.com/?cid=963372185774902426,82,483558,,2
Chen.zy Chen,PUTIEN莆田 高雄自由店,改良版的新加坡菜，比較沒特色,https://maps.google.com/?cid=13457653960757108408,86,2003778,,2
Chen.zy Chen,丹丹漢堡 七賢店,None,https://maps.google.com/?cid=12653687325630799740,86,1919890,,2
Chen.zy Chen,丹丹漢堡 鼎中店,None,https://maps.google.com/?cid=1721942213920674510,86,2107447,,2
Chen.zy Chen,佳興魚丸店,None,https://maps.google.com/?cid=3577520202027328192,86,8065132,,2
Chen.zy Chen,寶TAKARA日式涮涮鍋,None,https://maps.google.com/?cid=861512107000692722,86,2200400,,2
Chen.zy Chen,新台灣原味懷舊餐廳 高雄館,None,https://maps.google.com/?cid=16463521362051152985,86,2223215,,2
Chen.zy Chen,美迪亞漢堡店 總店,None,https://maps.google.com/?cid=15576559103615366274,86,2072601,,2
Chen.zy Chen,高雄瑪莉桃桃親子生活餐廳,None,https://maps.google.com/?cid=10575742348587127979,86,2220558,,2
小P,スシロー壽司郎 台中漢口路店,"建議現點現做，旋轉台上的壽司都沒有用蓋子蓋住，尤其是生魚片壽司，不衛生且感官不好，若有人生病的話有飛沬傳染的問題

不好停車，壽司還可以，價格比較貴一點",https://maps.google.com/?cid=14955015558879975034,89,5831560,,2
小P,丹堤旋轉餐廳,"風景很棒，可以360度看台中清水沙鹿梧棲等風景，但內部真的有待加強
餐點不好吃，煮的感覺很隨便的，有應付就好的感覺，咖啡中下價格比較貴，餐具跟盤子清潔有待加強，玻璃真的很髒，服務人員的態度有待改善，去過一次嘗鮮後不會再想去第二次",https://maps.google.com/?cid=13840939172683028765,89,5867912,,2
小P,吉祥樓餐廳,"菜比較油，尤其是麻油腰子，等菜等很久

坐上去約15分才出第一道菜，然後每道菜都要等10分以上，一直催才上菜",https://maps.google.com/?cid=2544846016632326176,89,2581111,,2
小P,漢來海港餐廳 台中店,"六點就排隊
等到7:30還要重新叫號
很傻眼",https://maps.google.com/?cid=2006570420095440961,89,5317557,,2
小P,灰鴿/鍋（南屯店）,肉片量比較少，肉新鮮好吃，二樓只有樓梯，若有帶小孩比較不方便，服務生收拾很慢，桌上都是衛生紙跟菜渣以及使用過的餐具，大概過15分鐘才來收,https://maps.google.com/?cid=11601182917716970328,89,5600186,,2
小P,麥當勞-清水中華店,人太多了，連得來速都要排隊等3分鐘以上,https://maps.google.com/?cid=13779624953511819767,89,5670575,,2
小P,鼎泰豐 南西店,"排骨炒飯好吃，推薦點排骨炒飯，但小籠包味道變了，皮變厚湯汁變少，少一個味了，以前吃的小籠包皮薄汁多，現在的小籠包少一味了

蝦仁燒賣也是皮變厚了，口感就有差異",https://maps.google.com/?cid=16094901985538208302,89,7596410,,2
K V,Beef King 頂級澳洲和牛M9+鍋物無限放題,"(由 Google 提供翻譯) $ 1600NTD / P
索索，小桌子。
所有你可以吃牛肉火鍋餐廳。
訂單需要一些時間才能到達桌面，速度很慢
喜歡堵車，因為它是鮮切牛肉。
免費便宜的飲料，便宜的冰淇淋選擇。
很難說這是好還是不好。
反正我也不會再去看了。
如果牛肉不是來自日本，那麼你不應該把它稱為WAGYU / JAPANESE BEEF。

(原始評論)
＄1600NTD/P
Soso, small table.
All you can eat beef hot pot restaurant.
Order takes some time to arrive at table, slow
like stuck in traffic jam since it's fresh cut beef.
Free Cheap drinks, cheap ice cream choices.
Difficult to say it's good or not.
I won't visit again, anyway.
If the beef was not from Japan, then you shouldn't call it WAGYU/JAPANESE BEEF.",https://maps.google.com/?cid=8669379726168584785,93,6020013,,2
K V,NINI 尼尼義大利餐廳 公益店,"(由 Google 提供翻譯) 台灣人重新發明了意大利麵食屋。
價格很友好。
食物是soso。

(原始評論)
Taiwanese re-invented Italian pasta house.
Price is friendly.
Food is soso.",https://maps.google.com/?cid=14065294672709180939,93,5613886,,2
K V,Royal Host 樂雅樂家庭餐廳 - 台中高鐵店,"(由 Google 提供翻譯) 我認為他們提供微波食物。
食物不是一般的，就是沒有味道的。
飲料不好。
就像麥當勞，
這是一家慢速快餐店。

(原始評論)
I think they served microwave food.
Food was either soso or tasteless.
Drinks were not good.
Just like McDonald's but
it's a slow fast-food restaurant.",https://maps.google.com/?cid=8544524925248215249,93,5688571,,2
K V,TGI FRIDAYS 星期五美式餐廳 市政餐廳,"(由 Google 提供翻譯) 老連鎖美國餐廳，但飲料不好，不能煮牛排。
其他菜都可以。
價格對於正常工資來說太高了，850美元/月。
服務永遠是好的！

(原始評論)
Old chain USA restaurant but drinks are not good and cannot cook steak.
Other dishes are ok.
Price is too high for normal salary, 850USD/MONTH.
Service is always good!",https://maps.google.com/?cid=13703193779453247507,93,5644262,,2
K V,aqua水相餐廳法義料理,"(由 Google 提供翻譯) 台灣咖啡廳。
食物很一般。
可接受的價格。

(原始評論)
Taiwanese Café.
Food was soso.
Affordable price.",https://maps.google.com/?cid=1523083807988456769,93,5395504,,2
K V,くら寿司 藏壽司 台中福科路店,"(由 Google 提供翻譯) 2018/11/14，晚餐。
第二天腹瀉。
我建議您從平板電腦訂購，不要從移動的小道/壽司火車上取菜。
廉價。
小部分。
沒有那麼多的壽司選擇。
質量低於日本標準。
新鮮和衛生需要注意。
1次經驗就足夠了。
來到這里之前預訂。
在FALL季節期間，
隔壁的火鍋店更受歡迎。

(原始評論)
2018/11/14， evening dinner.
Next day diarrhea.
I suggest that you order from tablet, do not take dish from moving trail/sushi train.
Cheap.
Small portion.
Not so many choices of sushi.
Quality below Japanese's standard.
Freshness and hygiene need attentions.
1 time experience is enough.
Make reservations before you come here.
During FALL season,
Next door hot pot restaurants are more popular.",https://maps.google.com/?cid=12766187311615786564,93,6055098,,2
K V,一頭牛日式燒肉·清酒 崇德店,"(由 Google 提供翻譯) 價格高但服務差

(原始評論)
High price but bad service",https://maps.google.com/?cid=2062897849494906012,93,5628513,,2
K V,八豆食府壽喜燒專門店,"(由 Google 提供翻譯) 日式餐廳由台灣人經營。
火鍋 - 涮鍋，煮你自己的美食餐廳。

(原始評論)
Japanese style restaurant runs by Taiwanese.
Hot pot - shabu-shabu, boil ur own food restaurant.",https://maps.google.com/?cid=11008089233458185732,93,5441029,,2
K V,千葉火鍋文心尊爵館,"(由 Google 提供翻譯) 便宜又油膩的地板

(原始評論)
Cheap and oilly floor",https://maps.google.com/?cid=14489715485423000137,93,5388402,,2
K V,南瓜屋,"(由 Google 提供翻譯) 價格高於平均水平。
食品總動員
但是您不會空著腳走路。

(原始評論)
Price above average.
Food soso
But you will not walk out with empty stomch.",https://maps.google.com/?cid=17756452417256048609,93,5807683,,2
K V,南瓜屋魔女露露的廚房,"(由 Google 提供翻譯) 台灣風格的南瓜餐廳，
價格可以接受。

(原始評論)
Taiwanese pumpkin restaurant with Italian style,
price is acceptable.",https://maps.google.com/?cid=4651347801713946364,93,5560812,,2
K V,卯食mouth 吐司·麵線·漢堡(豐原總店),"(由 Google 提供翻譯) 麵條不好，無味，評論不對。高估。烤麵包是soso。炸雞很棒。三明治中的堅硬豬肉/硬肉看起來像煮的，而不是平底鍋或烤的。芋頭（台灣紫薯）三明治的味道很有趣，我喜歡。最物有所值的炸雞面。通常，這種大小的炸雞售價為60-70 NTD / 2USD。

(原始評論)
Noodle is not good, tasteless, reviews are incorrect.  overrated. Grilled bread is soso. Fried Chicken is great. The hard pork/stif meat inside sandwich looks like boiled not pan fried or grilled. Taro(Taiwanese sweet purple potato) sandwich's taste is very interesting, I like it. Best value: Fried Chicken with noodles. Usually, fried chicken this size sells for 60-70 NTD/2USD.",https://maps.google.com/?cid=10778282152096865021,93,5811138,,2
K V,台中日月千禧酒店 Soluna - All Day Dining 饗樂全日餐廳,"(由 Google 提供翻譯) 台中的新酒店，但是自助餐沒有那麼吸引人。
主菜是soso。
自助餐很一般。
沙漠，做得好。
2星級環境和員工。

(原始評論)
New hotel in Taichung but buffet is not so attractive.
Main course is soso.
Buffet is soso.
Deserts, well done.
2 stars for environment & staff.",https://maps.google.com/?cid=6441182748145660845,93,5999420,,2
K V,屋馬燒肉國安店,"(由 Google 提供翻譯) 2018/07，快餐。 100美元，2美元，
Soso日本牛肉而不是台灣豬肉？
同樣的價格，您可以在其他地方使用美式牛排/牛排。
在Tw你只得到幾片肉！
氣氛與上次訪問時相同。
沙拉還可以。
微小的小飯碗，但美味。
一如既往的優質服務！
嘈雜！
總用餐時間不超過55分鐘。
驚人的速度。高效。

2017年
趕進度
非常薄的牛舌，紙厚厚。
3片= $ 10USD
燒烤架
但服務員熱衷於讓你早點離開/在他們送完所有菜餚後繼續往返。
吃得快，動作快！

(原始評論)
2018/07,  speedy dining. ＄100USD FOR 2,
Soso Japanese beef and not good Taiwanese pork?
Same price you can have a American prime rib/steak else where.
In Tw you only get few slices of meat!
Atmosphere is same as last visited.
Salad was ok.
Tiny small rice bowl but delicious.
Great service as always!
Noisy!
Total dining time under 55 minutes.
Amazing speed. Efficient.

2017
趕進度
Very thin beef-tongue, paper like thickness.
For 3 slices =  ＄10USD
Barbecue/grill
but the waiters were keen to make you to leave earlier/move on/out after they delivered all dishes.
Eat fast & Move fast!!!",https://maps.google.com/?cid=2457511214658051255,93,6041164,,2
K V,布娜飛比利時餐酒館Bravo Beer 台中新時代店,"(由 Google 提供翻譯) 很多啤酒
但是這裡從來沒有美味的湯。
食物很一般。

(原始評論)
Many selections of beer,
But never had nice soup here.
Food was soso.",https://maps.google.com/?cid=13893390914410109043,93,5418369,,2
K V,春水堂 朝富店,"(由 Google 提供翻譯) 中國茶店，

(原始評論)
Chinese tea shop,",https://maps.google.com/?cid=8357218292776755169,93,5526300,,2
K V,老夫子牛肉麵,"(由 Google 提供翻譯) 服務很好，食物soso。價格合理。

(原始評論)
Service great, food soso. Price reasonable.",https://maps.google.com/?cid=11656732031013989166,93,5760697,,2
K V,茹絲葵經典牛排館,"(由 Google 提供翻譯) 1650蝦仁圓角不好。

(原始評論)
1650 fillet with shrimp was not good.",https://maps.google.com/?cid=12710095070130665249,93,5812396,,2
K V,藝奇新日本料理 台中大墩店,"(由 Google 提供翻譯) 台灣食物連鎖店經營的高價日式餐廳。
食物還可以。

(原始評論)
High price Japanese style restaurant run by Taiwanese food chain.
Food is ok.",https://maps.google.com/?cid=11191868582343973867,93,5639021,,2
K V,蘭那泰式餐廳-市政店,"(由 Google 提供翻譯) 價格過高的泰國餐廳。

(原始評論)
Over priced thai restaurant.",https://maps.google.com/?cid=10465214095613396532,93,5766111,,2
K V,貳樓餐廳 Second Floor Cafe 公益店,"(由 Google 提供翻譯) 食物很一般。
它總是烏鴉！
狹窄的用餐空間-
你幾乎可以從旁邊的桌子上聞到另一個女孩的香水＆
被迫聽。

(原始評論)
Food was soso.
it's always crowed!
narrow dining space -
you can almost smell the other girl's perfume from next table &
be forced to listen.",https://maps.google.com/?cid=8533526932002233383,93,5344402,,2
K V,輕井澤 公益店,"(由 Google 提供翻譯) 煮你自己的食物火鍋餐廳。十幾歲的青少年。
質量低，價格便宜。

(原始評論)
Cook ur own food hot pot restaurant. Full of teens.
Low quality, cheap.",https://maps.google.com/?cid=4747616121786014471,93,6032606,,2
K V,輕井澤鍋物-新崇德店,"(由 Google 提供翻譯) Soso品質的火鍋店。廉價。

(原始評論)
Soso quality hot pot restaurant. Cheap.",https://maps.google.com/?cid=495793424805289645,93,5414732,,2
K V,金色三麥 台中市政店,"(由 Google 提供翻譯) 著名的啤酒，但食物選擇不佳

(原始評論)
Famous beer but poor food choices",https://maps.google.com/?cid=1792718046592693686,93,5432834,,2
K V,阿財牛肉湯,"(由 Google 提供翻譯) 晚上腹瀉。
天氣炎熱，牛肉湯麵熱。
美味，由於分量小而不便宜。
牛肉麵湯的價格與台中相同。
釋放所有可以吃的洋蔥。
因為它靠近安平城堡，所以受到遊客的歡迎。

(原始評論)
Diarrhea later at night.
Hot weather, hot beef noodle soup.
Delicious, not so cheap due to small portion.
Beef noodle soup's price as same as Taichung.
Free all you can eat onion.
Popular restaurant for the tourists because it's near Anping Castle.",https://maps.google.com/?cid=14531624740468646438,93,6561895,,2
林碩哲,Mo-Mo-Paradise 台北京站牧場,None,https://maps.google.com/?cid=5849156990987944525,95,8241492,,2
林碩哲,TGI FRIDAYS 星期五美式餐廳 西門餐廳,"(由 Google 提供翻譯) 打破我的莫西多

(原始評論)
打破我的莫西多",https://maps.google.com/?cid=7962355395235933055,95,7955351,,2
林碩哲,三味食堂,None,https://maps.google.com/?cid=13446958891702999756,95,7420751,,2
林碩哲,六窟溫泉餐廳,None,https://maps.google.com/?cid=214242311141376421,95,7952158,,2
林碩哲,劉山東牛肉麵,好擠,https://maps.google.com/?cid=1174056091795400445,95,7485683,,2
林碩哲,台北喜來登大飯店 十二廚 Kitchen 12,None,https://maps.google.com/?cid=11132911691119929192,95,7537038,,2
林碩哲,天天利美食坊,None,https://maps.google.com/?cid=5597686872059367178,95,7606658,,2
林碩哲,打狗霸 TAKAO1972 昆明店,None,https://maps.google.com/?cid=6168393664344703099,95,7569966,,2
林碩哲,新國際西餐廳,None,https://maps.google.com/?cid=9607041087938400216,95,6839077,,2
林碩哲,海龍珠海鮮餐廳,None,https://maps.google.com/?cid=1148001608557138121,95,2349538,,2
林碩哲,美觀園日本料理,None,https://maps.google.com/?cid=15057307006735912177,95,7637345,,2
林碩哲,老皮牛肉麵,"(由 Google 提供翻譯) 牛肉硬

(原始評論)
牛肉硬",https://maps.google.com/?cid=5169857061164801478,95,785673,,2
林碩哲,金峰魯肉飯,還好而已,https://maps.google.com/?cid=15694935650441423724,95,7403724,,2
林碩哲,鳳城燒臘粵菜,None,https://maps.google.com/?cid=16978589074504626619,95,7633355,,2
林碩哲,麥當勞-竹南民權店,None,https://maps.google.com/?cid=14110269752845903876,95,2572727,,2
王永安,福宴國際創意美食餐廳,None,https://maps.google.com/?cid=18400303177693024440,104,5682706,,2
王永安,鋤燒鍋物料理,None,https://maps.google.com/?cid=14176439750232037351,104,5809140,,2
Andraxus Lai,Focus Kitchen肯恩廚房,"(由 Google 提供翻譯) 失望.

(原始評論)
失望.",https://maps.google.com/?cid=12303901693295686841,106,8089423,,2
Andraxus Lai,JB's Diner/台北早午餐/天母美食/天母早午餐/台北美食/天母推薦餐廳/天母下午茶/,None,https://maps.google.com/?cid=6506421556700598360,106,8174008,,2
Andraxus Lai,喫茶趣,不怎麼樣,https://maps.google.com/?cid=15328548544474844255,106,8004658,,2
Andraxus Lai,年終8個月cafe&deli,"店名還不錯,但服務生明顯對不起這8個月年終",https://maps.google.com/?cid=2335515936987687927,106,7971803,,2
Andraxus Lai,忠南飯館,None,https://maps.google.com/?cid=12805082419547874405,106,7980295,,2
Andraxus Lai,文慶雞,None,https://maps.google.com/?cid=9361184476221988208,106,7954250,,2
Andraxus Lai,樂麵屋 西門店,None,https://maps.google.com/?cid=17867131640928022531,106,7878088,,2
Andraxus Lai,永和豆漿大王,None,https://maps.google.com/?cid=3431812040369392784,106,7695866,,2
Andraxus Lai,漢堡王 光華店,縮水憨包王.,https://maps.google.com/?cid=3888149080845128151,106,8168871,,2
Andraxus Lai,薩莉亞 天母西路店,None,https://maps.google.com/?cid=4900508705601332353,106,8186286,,2
Andraxus Lai,鬍鬚張美食文化館,每次經過，望著店招牌的斯巴達王李奧尼達總是感到一陣惡寒...他永遠都對著你笑，笑到你心裡發寒，嘲笑著每一個被他坑錢的過客...這不是斯巴達啊!!,https://maps.google.com/?cid=2543305131506576602,106,8233824,,2
Jazz Krall,???司 藏壽司 高雄漢神巨蛋店,好吃 貴 服務差,https://maps.google.com/?cid=11566122875874749800,186,1946147,,2
Jazz Krall,Hungry Jacob愛吃借口火烤漢堡,整體素質而言差,https://maps.google.com/?cid=9803234505437396158,186,5754090,,2
Jazz Krall,Mr.38 咖哩美食餐廳（一中店）,不是很道地 價格偏高,https://maps.google.com/?cid=18356778759589371766,186,5362558,,2
Jazz Krall,NINI 尼尼義大利餐廳 公益店,"(由 Google 提供翻譯) 座位非常窄

(原始評論)
座位非常窄",https://maps.google.com/?cid=14065294672709180939,186,5613878,,2
Jazz Krall,PUTIEN莆田 台中台灣大道店,"(由 Google 提供翻譯) 普通

(原始評論)
普通",https://maps.google.com/?cid=6456761546980285979,186,5374504,,2
Jazz Krall,TASTY西堤牛排金典綠園道店,品質急速下降,https://maps.google.com/?cid=3712491671035246804,186,5712934,,2
Jazz Krall,くら寿司 藏壽司 台中中清路店,食材新鮮 貴 服務不好,https://maps.google.com/?cid=6820666525693430267,186,5938182,,2
Jazz Krall,一膳ichizen Official,服務差 上菜速度慢,https://maps.google.com/?cid=8750675156883014930,186,5759390,,2
Jazz Krall,三喜蛋餅,普通 貴了些,https://maps.google.com/?cid=1660012083204490856,186,5764947,,2
Jazz Krall,來來豆漿,很好吃 價格又低 清潔度超差 蟑螂 蒼蠅多,https://maps.google.com/?cid=14400624929335912467,186,5972156,,2
Jazz Krall,八豆食府壽喜燒專門店,肉的水準大幅降低  應該是用組裝肉 而且很多食物都缺料,https://maps.google.com/?cid=11008089233458185732,186,5440544,,2
Jazz Krall,劉家酸菜白肉鍋(惠文店),高雄的餐飲名店來台中開設的分店 但是 很多都是冷凍食品 新鮮度不高 而且 店內的清潔度很差 也沒有高雄的本家好吃,https://maps.google.com/?cid=16141538761303441883,186,5598037,,2
Jazz Krall,千葉火鍋文心尊爵館,食物種類多 口味普遍 清潔度不高,https://maps.google.com/?cid=14489715485423000137,186,5387481,,2
Jazz Krall,南瓜屋,品質一直降低、價格一直調高,https://maps.google.com/?cid=17756452417256048609,186,5807559,,2
Jazz Krall,台中市第四信用合作社,無敵貴 三球冰淇淋要價約400元,https://maps.google.com/?cid=5575081820762660634,186,6059855,,2
Jazz Krall,台中高鐵食堂,"(由 Google 提供翻譯) 不便宜

(原始評論)
不便宜",https://maps.google.com/?cid=7018448522304974205,186,5724493,,2
Jazz Krall,吳留手串燒居酒屋-台中店 /人氣美食 /推薦 /台中美食 /特色餐廳,餐廳位在草悟道綠地旁 環境四周林立很多餐廳 是台中市的一級戰區 由於位處鬧區又加上巷弄狹窄 非常難停車 整體而言走日本風格 裝潢設計的確有用心 處處可見店家的巧思 一到用餐時間生意好到爆 沒有預約的話 要排個二小時以上的時間 好吃!!!基本消費要500元 隨便點個菜每人平均消費約1200元 雖然說服務很好 但是以這個價位確確實實有偏高 串燒的價格從120元起跳 麵食類起跳約280元 所有餐食的份量非常小又少 推薦的燒烤串燒 雞屁股為首選 第二為唐揚炸雞,https://maps.google.com/?cid=8951883216750495939,186,5861696,,2
Jazz Krall,品心港式飲茶-公益店,口味完全走了 服務品質不好 服務生的基本訓練差 餐飲種類多 但是食材新鮮度降低 有些餐食上來時感覺好像做好放很久了,https://maps.google.com/?cid=8548031690616997734,186,5549641,,2
Jazz Krall,壹等涼牛肉麵,味道變了 而且服務不再熱忱,https://maps.google.com/?cid=14535065053772067544,186,5761970,,2
Jazz Krall,御饌臻品-黎明店 / 台中美食 / 家庭聚餐 / Chinese restaurant / Xiaolongbao,由於生意太好 沒時間整理 桌子和地板油膩髒亂 價格便宜 餐飲種類繁多 恐怖的是店員擦完桌子後 居然又擦餐具和醬油調味瓶 整體來說 就是以便宜取勝 蔥油餅不錯吃 雞肉有一定的水準 蔥燒鯽魚的魚卵多到爆,https://maps.google.com/?cid=3300473983288170249,186,6005999,,2
Jazz Krall,摩斯漢堡,服務差,https://maps.google.com/?cid=3059502173002737983,186,6028019,,2
Jazz Krall,新天地餐飲集團-旗艦店,貴到爆,https://maps.google.com/?cid=11658833528597790600,186,5932722,,2
Jazz Krall,新野西軍日本料理,座位間距小 清潔度不佳 餐飲普通,https://maps.google.com/?cid=8524634284222153950,186,5834965,,2
Jazz Krall,李記蒸餃世家,髒又亂 餐飲普通,https://maps.google.com/?cid=643071738901551210,186,5839488,,2
Jazz Krall,東山棧甕缸雞,雞太小隻 好吃 貴,https://maps.google.com/?cid=6409847104698455784,186,5954358,,2
Jazz Krall,桀壽司日本料理,普通 但是份量足 清潔度差 雖然大大改裝了,https://maps.google.com/?cid=18269870564408906490,186,5796820,,2
Jazz Krall,水車餐廳,口味完全走調,https://maps.google.com/?cid=6569968693840108675,186,5684300,,2
Jazz Krall,清一色牛肉麵 興大店,自從換人經營後味道變了,https://maps.google.com/?cid=1238445764783273225,186,5776449,,2
Jazz Krall,漢來海港餐廳 台中店,南部發跡上來中部展店的餐飲連鎖餐廳 食材新鮮度待加強 收錢收很快 上菜速度慢多多,https://maps.google.com/?cid=2006570420095440961,186,5316869,,2
Jazz Krall,爭鮮迴轉壽司-大里店,不好停車 而且壽司的新鮮度差,https://maps.google.com/?cid=18444799143602972206,186,5742872,,2
Jazz Krall,福伯黃金雞,"(由 Google 提供翻譯) 太油、太膩

(原始評論)
太油、太腻",https://maps.google.com/?cid=2514561037925364078,186,2739495,,2
Jazz Krall,竹居茶樓,蚊子很多 店內庭園造景不錯 頗有江南的建築味 餐飲非常不好吃 內部的清潔度很差 收費價格不便宜,https://maps.google.com/?cid=5542990614742318278,186,487867,,2
Jazz Krall,羊角炭火燒肉文心店,食材不怎麼出色,https://maps.google.com/?cid=5411019973179723766,186,5810161,,2
Jazz Krall,聞香牛肉麵,清潔度差,https://maps.google.com/?cid=154727340080968847,186,5799222,,2
Jazz Krall,裴越南河粉,大碗 不新鮮,https://maps.google.com/?cid=11114257131217559669,186,5744371,,2
Jazz Krall,鋤燒鍋物料理,"(由 Google 提供翻譯) 廁所都沒整理 剛開始上菜時 肉片還有厚度 到第三盤後 薄的透光

(原始評論)
廁所都没整理 剛開始上菜時 肉片還有厚度 到第三盤後 薄的透光",https://maps.google.com/?cid=14176439750232037351,186,5808816,,2
Jazz Krall,開丼 燒肉vs丼飯 台中秀泰店,普通 小菜不便宜 服務差,https://maps.google.com/?cid=3355664682639394567,186,5530101,,2
Jazz Krall,阿秋大肥鵝餐廳-旗艦店,"(由 Google 提供翻譯) 太油膩了 衛生程度差

(原始評論)
太油腻了 衛生程度差",https://maps.google.com/?cid=7822610273349447537,186,5340031,,2
Jazz Krall,陶板屋 台中台灣大道店,品質持續低落中 跟幾年前剛成立時 服務和餐飲 不能同日而語,https://maps.google.com/?cid=10553066750998411863,186,5637026,,2
Jazz Krall,韓鄉韓國料理 市府總店,以前超愛來吃的 不過店的清潔度 真是大?號,https://maps.google.com/?cid=17635486913458354629,186,6073714,,2
Jazz Krall,鴨片館,超不舒服的用餐環境 吃到一半居然要和不認識的客人併桌 人擠人超OS!,https://maps.google.com/?cid=3526602193238999369,186,5476805,,2
Jazz Krall,鼎王麻辣鍋(公益店),用料感覺不是很天然 整體用餐環境差 而且食材單點價格高,https://maps.google.com/?cid=15069365725660232292,186,5466596,,2
Frédérique,村吉蔬素食養生創意料理,,https://maps.google.com/?cid=3301352582679530017,60,6441512,0,2
